VALUE;remove_RT;;
;sri_Raihanah Emang pernah liat baliho pilkada trus dipuja puji dinyanyiin?!  Zaman lagi pandemi, pesta anaknya dibuat sebesar-besarnya, dijemput sebesar-besarnya.. kalau pengikutnya ya pasti nurut. Sangat tidak bijaksana si pemimpin malah senang-senang saja untuk populer;;
;ndonesianews Demokrasi sangat baik saja mbah. Barusan banyak yg apreasi pilkada serentak walau di saat pandemi, justru partisipasi pemilih meningkat.  Piye tho mbah, hidup itu beneran mbah hidup itu fakta. Jng angan mulu;;
;anjarpranowo Lha pilkada mosok orak setelah pandemi ? Lucu;;
;Perncapaian okowi tahun ini: . Bubarkan dan larang FPI . Tegakkan hukun kepada zizik dkk . Maintain ekonomi selama pandemi . UU OBL . Pilkada serentak yg aman . Pembangunan infrastruktur terus dilakukan .....capek ah, teruskan sendiri aja;;
;doel_ Tp kok bikin kerumunan, padahal kemarin mprovokasi orang orang biar nolak pilkada serentak, katanya lg pandemi;;
;angenPiknik @blogdokter Kaya DKI gak pilkada aja ....meroket. Masyarakat dah bosen ma nih pandemi Mikirnya hidup dan mati ditangan Tuhan.;HNaRvR;
;Dengan partisipasi pemilih mencapai % meskipun pada masa pandemi, PR_RI menilai pelaksanaan pilkada serentak ini berhasil. @kemendagri @jokowi    https://t.co/xmdwzXF;i milih PDIP;
;Pilkada yang digelar di tengah pandemi sangat sulit diprediksi dapat menyedot partisipasi sesuai yang ditargetkan KPU ,%. Namun target itu dapat tercapai berkat kerja sama semua pihak yaitu PU_ID, @bawaslu_RI, @kemendagri, @Puspen_TNI @DivHumas_Polri   https://t.co/pQSddwGq;;
;epublikaonline Jangan cuma bacain laporan doang, kalian bukan pembawa acara. Coba desak pemimpin kalian biar serius nanganin pandemi ini. Jangan cuma serius di PILKADA doang.;;
;Anggota PR_RI Komisi II menilai pelaksanaan pilkada serentak  oleh @KPU_ID dan pemerintah dlm hal ini @kemendagri sukses meskipun pada masa pandemi. @jokowi  https://t.co/mKjbIzQiw;;
;Perhelatan Pilkada yang digelar di tengah pandemi sangat sulit diprediksi dapat menyedot partisipasi sesuai yang ditargetkan KPU ,%. Namun target itu dapat tercapai berkat kerja sama semua pihak yaitu KPU, Bawaslu, Kemenda gri, Pemda, termasuk TNI-Polri.  okowi @kemendagri  https;;
;Pilkada digelar di tengah masa pandemi yg menggila dan sukses tanpa adanya klaster baru adalah prestasi besar dan pantas di beri apresiasi.  emendagri @KPU_ID  Partisipasi %, DPR Sebut Pelaksanaan Pilkada Berhasil    https://t.co/RPIXiLlY;;
;MELEBIHI TARGET..!!👍  Partisipasi pemilih dlm Pilkada  ini mencapai ,%  Padahal perhelatan pilkada yg digelar di tengah pandemi sangat sulit diprediksi dapat menyedot partisipasi sesuai yg ditargetkan KPU ,%. emendagri  https://t.co/ZXNFwiwko;;
;Keberhasilan pelaksanaan pilkada adalah prestasi besar disaat pandemi dgn aturan yg ketat dn patuhi prokes.  emendagri @KPU_ID  Terimakasih juga buat partisipasi masyarakat.. 🙏🇮🇩  Partisipasi %, DPR Sebut Pelaksanaan Pilkada Berhasil    https://t.co/VkcqxHLAot;;
;_IKATAN_HATI Jenuh atuh neng, isi TL itu aza, ngomongin hal yang itu lagi Paska pilkada DKI  akyuh udah jenuh, trus pilpres  ngilang, baru muncul saat pandemi. Di kantor banyak kerjaan, dapat promosi, jadi asyik, gak tertarik lagi ngetuit, rasanya hepi, gak mikirin pulitik;;
;fahma_ x nonton ga bosen lo. Gambaran di  yg epic apalagi yg part pilkada, pandemi, wisuda online, najwa sihab, dan lagu-lagunya aku hafal karena jadi demen buka tiktok😭;;
;PK_RI harus usut, bila terbukti dana hasil rampok bansos pandemi digunakan oleh ut memenangkan calon pd pilkada maka BATALKAN SEMUA KEMENANGAN CALON PDIP !! @ReflyHZ PU_ID @Andiarief__ @DPR_RI @bawaslu_RI @icw @mohmahfudmd emendagri_RI @tempodotco  https://t.co/foLkUGWHX;;
;logdokter Kenapa pada ngotot pilkada sama ngundang masa untuk demo saat pandemi?;HaY;
;logdokter Kenapa ngotot sekali pengin pilkada di masa pandemi?;;
;Memasuki bulan Desember , agenda Pilkada Serentak  membuat oldakaltim  memfokuskan kegiatan agar tercipta Pilkada yang aman, damai dan sehat, meski pemilihan kepala daerah itu dilangsungkan di tengah pandemi.  https://t.co/lxKwBTwd;;
;alima @Dieksalsa_ @AJapar @GelasObat @risyadfardy @Abu_Fuhrer @ess Ga dipake otak. Nanyain kapan gelar FE. Lha idup di mana ebong itu? Dunia lagi sibuk corona bahkan udah sampe mutasi eh si ebong gilak ini malah mikir formula e.   Dipikir dunia kek junjungan yg santuy aja pilkada;;
;"rofesorZubairi Yang gembar gembor new normal harusnya ditangkepin. Yang nglarang lockdown pas awal pandemi, harusnya disuntik virus. Yang ngotot pilkada, jangan kasih vaksin. Yang ngomong ""rakyat gali kubur sendiri"", suruh mayatnya gali kubur sendiri";m setiap pilkada/pemilu;
;nfojakarta  M dilakukan buat msayarakat luas, lantas  T apakah sdh efektif dilaksanakan ? Jangan sampai terulang kasus Petamburan, Soetta dan Tebet ya pak...gegara pernah membela Pilkada. Ini masa Pandemi, bukan masalah Politik. Thanks;;
;ompasTV Nyata.... ditengah pandemi dilaksanakan Pilkada..... Trus masyarakat dikatakan tdk mengikuti protokol kesehatan....  Damn;;
;ulaimaneffendi Pandemi tuh istirahatnya pas liburan sama pilkada;;
;imberley Wisata digenjot kala pandemi meluas Pelanggaran prokes bisa dipidana Ada pilkada, kopid bisa minggat karena pilkada dilindungi uu Ada pilmunan (pilihan kerumunan), selain rejim kena ciduk, dipidanakan tkacinaBNGST bisa kerja dng bebas visa, tki dpt omnibusloo;;
;dtodayco emang kemana aja selama ini ko baru tau.....aneh bin ajaib..jangan lempar batu sembunyi tangan dengan melempar kesalahan di masa lalu.......covid sekarang luar biasa tidak lepas dari pilkada yg ngotot dilakukan saat pandemi.;;
;wahyudis Pilkada saja dg segala hiruk pikuk kampanye, mulai arakan, ngumpulin masa, pesta kemenangan yg semuanya dihelat meriah bak pilkada bukan dimasa pandemi, semua bisa terselenggara tanpa ada peluit dr otoritas yg berkepentingan dg redanya pandemi. skrg org mau pelesir kok d;;
;eloraco Jangan salahkan rakyat,itu imbas dari pilkada yg dipaksakan Pd masa pandemi .....;;
;ompasTV ktk masy protes pilkada ditgh pandemi, klian kerah kan buzzer. ktk masy menolak, klian tugas kan kpu u/ menyakin kan.  skedar mengingat kan. justru klian lah yg menjerumus kan masy menggali kuburan nya sdr, wahai bgsd :))  https://t.co/OnRungp;;
;amzithanos @ambissay Kita tidak tau sampai kapan pandemi ini akan berakhir demokrasi harus tetap berjalan, pemerintah sudah melaksanakan pilkada dengan sukses berkat prokes ketat pilkadapun tidak menimbulkan klaster baru.  https://t.co/atnkDGqQB;kadrun atau kafir vs;
;Akibat Suara Jurdil Transparan Para Ahli Pandemi uruwabah Dr Pandu Riono dan Dr Tirta di @ILCtv Dicuekin, Kerumunan Orang' Kampanye dan Pencoblosan Pilkada Serentak Dilindungi Undang, Tapi Tak KEBAL Covid Terus Bertambah, SeranganVirus Corona Demokratis;;
;anel_ @kompascom Astaga, putusan apaan lg Toh jg klo pandemi mereda langsung bisa pilkada Orang liburan keluar pulau jg pake surat keterangan sehat toh?  Apa bedanya sama pilkada Masyarakat jg banyak skeptis sekarang 🤣 Pemerintah aja gitu, masyarakat ya tubruk aee;;
;isasanthrope Lockdown ya solusi buat isolasi lah. Bantu pakai bansos.  Pemerintah regulasi apa? Ngingetin M? Yaelah, itu mah tugas kakek nenek.   Pemerintah tuh tugasnya kendalikan pandemi. Bukan malah asik promo jalan, buka akses liburan, trus ngotot pilkada. Itu.;;
;"_ @YaqutCQoumas Koq, anda ini sama ya.. secara sehari-hari ngantor diseputaran Bangka, Mampang, Kemang. Biasa jumatan ditiga masjid terdekat. Sejak  Pilkada DKI, khotbahnya horor. Pas sholatnya pun, dimasa pandemi ini, disuruh rapat nempel bahu &amp; kaki. Katanya, ga usah takut.";;
;eloraco Ada yg pengen tetep pilkada spy tkg martabak ngga jadi tukang martabak terus,ada yg minta pariwisata di dorong di masa pandemi, dll... skrg nyalahin rakyat??;;
;"eloraco @DUNIA ""Ini adalah bukti masyarakat masih ceroboh. Sehingga mereka membahayakan diri sendiri dan orang lain di tengah pandemi yang belum berakhir ini. Jika keadaan ini terus berlangsung, ini seperti kondisi di mana masyarakat menggali kuburnya sendiri,"" tutur Wiku Adisasm";;
;erlian_idris @endanghidayat Trus mo salahkan prediden gr awal pandemì abei ato kpu krn ngotot gelar pilkada maaf mas mrk itu org suci tdk pernah salah;;
;epublikaonline Ikuti MUI,jgn d bangkang lagi.seprti pilkada.akibatnya repot semua krn pandemi kian meraja;;
;NNIndonesia Yg ada dengan memaksakan PILKADA DITENGAH PANDEMI lah yg menyebabkan pandemi semakin meningkat Pemerintahnya aja asal asalan buat kebijakan, jd jangan salahkan rakyatnya;;
;xtdrpemerintah tp dana bansos dikorupsi tp pilkada ttp gas terus tp di awal klen klen yg ngegampangin pandemi tp tp tp tp;;
;xtdrcapricorn @_fakhrilh @ArikJez @KompasTV Yang ngotot pilkada ditengah pandemi siapa?!!! Ha?!;;
;Innalillahi Wainailaihi Roji'un, PILKADA MAUT dilindungi Undang- Tak Ada Kluster Baru Penularan Covid Tak Terbukti. Yg Benar Ahli Pandemi Dokter Pandu Riono, Dr Tirta di LCtv Kerumunan Orang' Sebab Utama Meningkat Drastis Jumlah Penuralaran;m.;
;indasusan @barcode_project @KompasTV Ekonomi ga kuat tp bikin pilkada d tengah pandemi? Goblok ga tuh. Udah mah ngeluarin biaya, ngebikin virus tambah banyak lg. Tp namanya demi ngasih jabatan ke anak dan mantu, ya dipaksain terus pilkada, soal rakyat mati mah no sekian...;;
;anditfootball Emang mau dipaksa kayak pilkada gitu? Lagi pandemi gini juga.;;
;indasusan @barcode_project @KompasTV Lah pemerintah aja nyalahin rakyat mulu, kenapa rakyat dilarang nyalahin pemerintah??? bacot ngomong prokas prokes, lagi pandemi disuruh tunda Pilkada malah ngeyel. Hadeh.;���;
;erlian_idris Iya in saja. Kan rakyat yang buat regulasi untuk melegalkan pilkada serentak di tengah pandemi kemarin.  Efek nakhoda nya tolol, ABK jadi tolol semua;;
;kezonenews Kalau membiarkan kerumunan pilkada pas pandemi namanya ape yeee?? Pembebasan nak mantu gitu🤣;;
;tssaabbiittaa @campusteast @geloraco Kerumunan pilkada ada Batas nya, dan ketentuan nya sesuai yg di anjurkan pemerintah..dimana pun juga kl pilkada atau pilres tetep diadakan meskipun lagi pandemi;;
;ompasTV Pas mau pilkada aja angkanya yg positif turun dan saya kira pandemi akan berkurang saat mau pilkada tapi setelah pilkada angka yg positif tiba naik drastis dan yg disalahkan tetep masyarakatnya..masyrakat butuh cari uang buat makan dan butuh liburan biar gak stress;;
;IVAcoid utng buat pandemi? utamg buat pilkada kaliiiiii;;
;epublikaonline Ya cukup tinggi karena pilkada di paksakan di tengah pandemi;k.  Mslhny knp orang sebanyak itu gak berkorelasi dng kenaikan kasus.;
;agnoweeda Iya dunk... Blm, tengah thn dpn keknya br rampung krn pandemi kan tertunda pembangunan. Sementara jd org jkt dulu buat kewarasan hdp menangani pilkada. Nanti kita janjian cat free day lah ya klo kondisi dah aman... Sehat ya dunk...;;
;eloraco Ente yakin HRS menghasut org untuk berkerumun dimasa pandemi @mohmahfudmd?, lalu kerumunan masa pilkada kok ga ada orang yg jadi tersangka, coba jawab deh dari orang yg awam hukum !!!  https://t.co/EkKiQKnide;;
;tsjze @TMCPoldaMetro Emang video bakal ditonton juga? 🤣  Yg dibutuhkan itu contoh dan teladan. Tapi semua udah telat. Dulu ada Jenderal Polisi bikin acara nikahan saat pandemi, Pilkada jalan terus, dll. Wajar masyarakat masa bodo. 😃;;
;IVAcoid Knp kemaren ngotot pilkada, bukankah itu birahi politik jg yg memaksa di tengah pandemi Siapa yg lg birahi politik;enapa g lockdown ? Rakyat pda miskin;
;IVAcoid @DPR_RI ,brani tdk memanggil pemerintah utk bertanya knp mempersilahkan HRS pulang sudah tau punya masa ples menggelar pilkada.sudah tau ada pandemi ?;;
;eriSyantik @CNNIndonesia @mohmahfudmd Jangan bicara korban kalau pilih pilih.Klaster pilkada juga menghasilkan korban.Kalau prioritas yg diutamakan,sudah sejak awal pandemi oposisi mengingatkan supaya menutup penerbangan dari dan kenegara yg penduduknya sudah terkena wabah,lha in;lah banyak tingkah.;
;Di tengah pandemi, pilkada sampai riuh kabinet, IIndonesia bersama @antikorupsi memandang penting memberikan “kado” akhir tahun untuk @KPK_RI. Tulisan ini memotret pelemahan absolut akibat revisi UU tinggal menunggu waktu.  Selengkapnya:  https://t.co/FynuapMG…  https://t.c;;
;o_d_Best @SrikayaNona @LisaAmartatara . Mengapa yg ditjndak hny jkt?adil? Pilkada jalan silahkan sesuai UU, pernikahan jg ada UUnya, konteksnya bukan uu pemilu atau uu nikah tetapi pelanggaran prokesnya, toh selama pandemi semua masih boleh nikah, atas dasar apa penindkan prokes;;
;chawirsa Pandemi turut membongkar kualitas pikiran dan keputusan berbagai publik figur. Padahal sudah ada fit and proper test saat kontestasi pilkada. Masa sih jadi sorotan netizen, ga ada malu-malunya gitu?;;
;"udiSetyarso Ngeri lebih jahat drpd tikus, ngejar setoran buat pilkada. Pdhl rakyat pada kesusahan &amp; mengharapkan bantuan akibat pandemi ini, eh msh aja tega digerogoti. Bnr biadab &amp; pantas dihukum mati..";;
;chanrz Haha...mungkin faktor pandemi jd dia blm ada  https://t.co/oGFDod sih bkn buzzernya,tp krn tau kelakuan Uno pas pilkada ma pilpres jd agak gk rela dia yg naik,mungkin sih faktor politis ky prabowo jd menteri;;
;Persiapan ni_ad dalam mendukung pelaksanaan Pilkada ..   https://t.co/WMhRCQF  TNIADMengabdidanMembangunBersamaRakyat;;
;y_nopi @ustadtengkuzul Tolol kamu.... Mal-mal dibuka, tmpt wisata dibuka, pilkada diadakan padahal lagi pandemi gini.;;
;atwa_Adikusuma Disini handle pandemi ala Indonesia...semua dianggap bisa 'diajak ngobrol' selesai. Masih naik datanya maunya new normal Naik lagi datanya, mari laksanakan pilkada Banyak yang kritik, dibui karena ujaran kata Karena tangkap orang alasan aturan pandem disuruh kembal;;
;empodotco Sekarang baru kita tahu alasannya Pemerintah tdk mau membatalkan/menunda PILKADA, walupun ada ancaman meningkatnya pandemi...ini rezim Bangsat Biadab..!!😠;;
;laraAr Ga aneh jg ngotot pilkada saat pandemi yg bikin ekonomi lesu. Dana kampanyenya?;;
;okowi negeri ini. Ingat tidak?   Hari ini, setelah sekian lama penanganan pandemi di negeri ini yang semaunya saja. Kerumunan dibiarkan saja. Pilkada tetap digelar, dll, dsbgnya, sudah tidak nyambung lagi kalian sok panik sok serius. Kita itu sudah kadung.  Jika ada sebuah daerah;an;
;empodotco Pantesan... Saat pandemi virus china lagi rame ramenya,ngeyel minta pilkada tetep di adakan...  INI TOH MAUNYA...  DANA KAMPANYE TANPA BATAS...;;
;usaKSQ Ngotot pilkada saat pandemi pdhl byk pakar dan tokoh minta ditunda krn bisa memunculkan klaster baru krn itu dia...ya itu dia...gk laen lagi Ya itu dia sebabnya, kan ada itu tuh trus itunya ngucur tuh sempatan dah yg ngucur itu di ituin dah seolah peduli pdhl ya ituuuu daa;;
;operendusara @KPK_RI Gagal dong jadi walikota.. Kasian KPu sdh belain menyelanggarakan pilkada ditengah pandemi..;;
;aspiyuO Paham skrg kenapa pilkada harus tetap jalan ditengah pandemi. Mumpung byk proyek yg bs ditilep buat menang calon @PDI_Perjuangan di pilkada TragediKemanusiaanKM  TangkapAnakPakLurah;;
;okowi Di suasana pandemi ini, bansos mengalir untuk dikorupsi demi memuaskan napsu pilkada ?  https://t.co/FWfFlMFL;;
;ariMita Pilkada tu maksa di masa pandemi petugas KPU reaktif juga pula dan kerumunan kampanye juga;;
;asBontot @koensaputr @anak_mudanyaa @ustadtengkuzul Cangkemmu pandemi. Nyata betol beda perlakuan. Kalau kau punya otak pasti marah sama yg rame di Solo pas pilkada bos!!! Di Pekalongan maulidan watimpres. Mana suaramu!!!;;
;horu @LanangJagad @drpriono @aniesbaswedan WABAH BARU bicaranya PENGENDALIAN. Buktinya BANYAK NEGARA MAMPU mengendalikan pandemi karena FOKUS KESEHATAN SEJAK AWAL, ga kek presidenmu yg SOK MAU MAEN AMAN,  BALANCE? LOL tetap resesi, pandemi tidak terkendali, PILKADA jalan, DIKENCI;;
;uniamimpigie Nah kan gak mikir kek gitu.... Buktinya dilanjut terus noh.. Pilkada jalan terus di masa pandemi.. Blm lg ada yang usul presiden biar bisa jabat x. Banyak yang nyinyirin tuh sekalian aja seumur hidup soalnya keliatan serakah bangettt...;;
;ccccccc Lah, yg kemarin ini buat dukung handai taulannya sendiri buat maju Pilkada??? Mana sisi produktifnya?? Yg dimalingin duit rakyat yg susah di tengah pandemi pula!;;
;ndiarief__ Pilkada aja terus saat pandemi klo sekarang bisa tuh jadi Menteri Sosial atw KKP krn dah teruji  Bantu bapak urusi administrasi 😅😅;;
;emponewsroom Udah tau kan knp pilkada ngotot dilaksanakan saat pandemi?;;
;horu @LanangJagad @drpriono @aniesbaswedan KETELADANAN itu ALAMI,  TURUN dari ATAS, pusat aja NAPSU MAKSA PILKADA tanpa bisa MENGENDALIKAN PANDEMI, maksa NewNormalPREMATUR, TAKUT PSBB, lebih mentingin PERUT kelean, gitu kok MIMPI MENDISIPLINKAN warga? LOL;;
;inadaNayla @FernaRondonuwu @detikcom Pilkada wajib ya? Padahal bisa lo Pemerintah menunda Pilkada dengan dasar Pandemi! Tapi Pemerintah kan ngotot! Padahal oposisi aja tidak ada yang ngotot! Cukup Solo dan Medan saja kalau masih ngotot adakan pilkada, daerah yang lain tidak usah;n;
;ompasTV Kenapa di masa pandemi ini... Pilkada dilaksanakan...;;
;okowi Macam-macam cara mengisi waktu di rumah selama pandemi. Bekerja, membaca, berolahraga, atau menggeluti aneka hobi baru bersama keluarga.  Terkecuali kalau ada Pilkada, datanglah ke TPS.  Selamat berakhir pekan.;;
;abegino Pilkada juga berkerumun, beresiko pandemi juga, kok dibiarkan?;;
;empodotco Kritik d bilang ujaran kebencian.kebijakan bapa yg membahayakan masyarakat.menggelar pilkada d tengah pandemi.HRS dipersilahkan pulang;harus diturutin?;
;itomcavalera @detikcom Kalo emg alasannya karena pandemi knp Pilkada kmren terus berjalan?;;
;Harusnya orang spt ini yg duluan di amankan...  ivHumas_Polri    https://t.co/mTnZHVpRQD  Polisi mengimbau agar aksi  tidak dilakukan karena saat ini masih pandemi. Rizal Kobar pun menyebut aksi tidak ada bedanya dengan pelaksanaan pilkada.;;
;ahrihamzah Coba @DPR_RI  punya inisiatif,brtanya kpd pemerintah.sudah tau ada pandemi,knp HRS d persilahkan pulang,pilkada ttp d gelar.itu semua bibit kerumunan.giliran d demo,d tangkepin 🤦‍♂️;;
;eloraco Pilkada Belum pandemi ????;;
;isneyland @FerdinandHaean @Dennysiregar @RETHA_Monicaa Pilkada kok pas pandemi.. Kampanye jg pas pandemi.. Preetttlaahhh negara hukum;nya.;
;aufiqMarhaban @KompasTV Ngotot pilkada lagi pandemi  IndonesiaHumanRightsSOS;;
;Shariefudin @CanBeatUs @ZEEE @detikcom Sejak kapan demo harus ada izin ? Demo itu yg harus ada itu pemberitahuan akan dilaksanakan aksi pada hari jam dan lokasi. Jangan sok tau Klo ga tau..Btw, gimana klo pertanyaan nya saya balik. Udah tau lagi pandemi masih aja laksanain pilkad;;
;") ""Scr umum hasil survei Pilkada  Desember  menarik partisipasi yg tinggi, yaitu sekitar % meski dibayangi pandemi."" PilkadaJurdilTaatProkes ot_kirei @Bdoel_ @anakkosaann  https://t.co/NTomdnTPZ";;
