username;tweet;value;remove_user
mas_yousuf;@SusiEmilia2 @LilikMardiana3 @ZoelFawzie @Masrahmad13 @sandiuno Kalau ibu bahas soal kerumunan pilkadaskrg balik sy tanya apa ada kerumunan pilkada yg di tindak satgas Covid atau Polisimeskipun itu calon kepala daerah dr oposisi (misal Fe Ka Es) ada apa g;negatif; @LilikMardiana3 @ZoelFawzie @Masrahmad13 @sandiuno Kalau ibu bahas soal kerumunan pilkada,,,skrg balik sy tanya apa ada kerumunan pilkada yg di tindak satgas Covid atau Polisi,,meskipun itu calon kepala daerah dr oposisi (misal Fe Ka Es) ada apa gak?
kaltim_today;Kantor @kpu_kotasamarinda terpaksa ditutup setelah puluhan stafnya terkonfirmasi positif Covid-19.   Selengkapnya kunjungi  https://t.co/bEp0z3X72h   #samarinda #pilkada #klasterpilkada #covid19  https://t.co/kQ22Wxulis;negatif;Kantor  terpaksa ditutup setelah puluhan stafnya terkonfirmasi positif Covid-19.   Selengkapnya kunjungi  https://t.co/bEp0z3X72h   #samarinda #pilkada #klasterpilkada #covid19  https://t.co/kQ22Wxulis
rianrd3;@geloraco Kalau begitu mendagri bisa dikatakan hoax karena mengatakan Pilkada bisa menekan penyebaran pandemic covid-19.;negatif; Kalau begitu mendagri bisa dikatakan hoax karena mengatakan Pilkada bisa menekan penyebaran pandemic covid-19.
ialathoz;@kusukaeskrimmmm Iyaa bener apalagi kita lagi ketakutan covid pemerintah malah bikin pilkada  ada yang bikin kerumunan hanya untuk kepanye tapi tidak di panggil polisi;negatif; Iyaa bener apalagi kita lagi ketakutan covid pemerintah malah bikin pilkada , ada yang bikin kerumunan hanya untuk kepanye tapi tidak di panggil polisi
farahfatin20;@aidiljapnur @ustadtengkuzul Eleeh.....sok ngomong prokes covid 19 ....apa anda merem saat pesta kemengan pilkada kmarin....;negatif; @ustadtengkuzul Eleeh.....sok ngomong prokes covid 19 ....apa anda merem saat pesta kemengan pilkada kmarin....
binsarritonga4;@RoniSeptianBK ha ha ha mereka ngotot Pilkada eh naik covid tuh rakyat jd sapi perahan udah itu suruh naik mobil biar tiket tol laris khan Kontol namanya....;negatif; ha ha ha, mereka ngotot Pilkada eh naik covid tuh, rakyat jd sapi perahan, udah itu suruh naik mobil biar tiket tol laris, khan Kontol namanya....
puteranusantar3;@do_d_Best @SrikayaNona @LisaAmartatara3 Nah menarik ini yuk dibahas  1. anak menantu menang pilkada dinasti politik? 2. Bgm dengan pelanggaran prokes covid di pilkada solo dan medan knp yg ditindak hanya pelanggaran prokes jakarta? 3. Pelanggaran HAM pem;negatif; @SrikayaNona @LisaAmartatara3 Nah, menarik ini, yuk dibahas  1. anak menantu menang pilkada, dinasti politik? 2. Bgm dengan pelanggaran prokes covid di pilkada solo dan medan, knp yg ditindak hanya pelanggaran prokes jakarta? 3. Pelanggaran HAM, pembunuhan WNI 6 orang d KM50, presiden belasungkawa?
wongatheleng1;@Twitter Masyarakat yang paling aneh ya warga +62 ...jajaran kesehatan saat ini sibuk luar biasa atasi covid dampak Pilkada ...belum selesai sudah pontang panting hadapi dampak liburan....mbok ga usah hura2;negatif; Masyarakat yang paling aneh ya warga +62 ...jajaran kesehatan saat ini sibuk luar biasa atasi covid dampak Pilkada ...belum selesai sudah pontang panting hadapi dampak liburan....mbok ga usah hura2
dimasr2424;@OrangBia5a_ Pilkada kmrn juga nambah covid ajg;negatif; Pilkada kmrn juga nambah covid ajg
uda_donal;Setelah cluster pilkada penyebaran Covid sekarang Cluster UMKM mengancam negara tdk bijak dengan sistem penyalurannya pembiaran kerumunan tsb mestinya juga harus ditindak.. @jokowi @mohmahfudmd @depkop @DivHumas_Polri  https://t.co/2kV0PaQ8uP;negatif;Setelah cluster pilkada penyebaran Covid, sekarang Cluster UMKM mengancam, negara tdk bijak dengan sistem penyalurannya, pembiaran kerumunan tsb mestinya juga harus ditindak..  @mohmahfudmd @depkop @DivHumas_Polri  https://t.co/2kV0PaQ8uP
damaiyudha_;@budi_nurgraha Iya tau tp kenapa aturannya tebang pilih ya? Apa kampanye gak bisa nyebarin covid? . Inti aturan: dilarang berkerumun kecuali untk kepentingan pilkada kampanye boleh karena si virus pasti tdk bakal menyerang si virus bisa mikir n hatinya td;negatif; Iya tau, tp kenapa aturannya tebang pilih ya? Apa kampanye gak bisa nyebarin covid? . Inti aturan: dilarang berkerumun, kecuali untk kepentingan pilkada, kampanye boleh, karena si virus pasti tdk bakal menyerang, si virus bisa mikir n hatinya tdk tega menyerang para pesertanya.
farisghaff;@gafriellas Covid ada untuk mendanai Pilkada;negatif; Covid ada untuk mendanai Pilkada
javajive15;@SBYudhoyono Lurah lagi sibuk ngurusin PILKADA pak Covid and Flu2an entar belakangan...;negatif; Lurah lagi sibuk ngurusin PILKADA pak, Covid and Flu2an entar belakangan...
davidharis10;@VIVAcoid Percuma Pak karena selama ini kasus covid ga pernah turun. Peduli amat mrk dgn urusan rakyat sementara pilkada  haul dsb marak ga pernah ditindak kecuali yg di Petamburan saja.;negatif; Percuma Pak, karena selama ini kasus covid ga pernah turun. Peduli amat mrk dgn urusan rakyat sementara pilkada , haul dsb marak ga pernah ditindak, kecuali yg di Petamburan saja.
jimmydjkadrun;@temponewsroom @korantempo Makin kuat dugaan jika PILKADA itu dipaksakan dalam situasi COVID ini.;negatif; @korantempo Makin kuat dugaan jika PILKADA itu dipaksakan dalam situasi COVID ini.
pksjaksel;@Bisniscom kpu jateng menyebut ada 960 kpps terpapar covid kmudian juga case kpud banten. Ahli epidemiologi dari UI menyebut salah satu penyebab terciptanya klaster pilkada akibat lemahnya penelusuran kontak yang dilakukan di tengah perhelatan pesta demok;negatif; kpu jateng menyebut ada 960 kpps terpapar covid, kmudian juga case kpud banten. Ahli epidemiologi dari UI menyebut salah satu penyebab terciptanya klaster pilkada akibat lemahnya penelusuran kontak yang dilakukan di tengah perhelatan pesta demokrasi yang memicu kerumunan massa.
riyutoooo;@tempodotco partainya layak dibubarkan!! bantuan covid malah digunakan utk pilkada;negatif; partainya layak dibubarkan!! bantuan covid malah digunakan utk pilkada
fajreen;@republikaonline Bagaimana Bansos Covid-19 Diduga Digunakan untuk Pemenangan Pilkada PDIP - Laporan Utama -  https://t.co/BvWBPJYp8Y  https://t.co/8xLC5zrfQP see more  https://t.co/cVuSYgLzI5;negatif; Bagaimana Bansos Covid-19 Diduga Digunakan untuk Pemenangan Pilkada PDIP - Laporan Utama -  https://t.co/BvWBPJYp8Y  https://t.co/8xLC5zrfQP, see more  https://t.co/cVuSYgLzI5
nanangweb;@CNNIndonesia @Novirana1 Misalkan pilkada dilakukan 3bln sekali pasti angka covid turun drastis;negatif; @Novirana1 Misalkan pilkada dilakukan 3bln sekali, pasti angka covid turun drastis
lpbhnum;Nah akhirnya trungkap @LuqmanBeeNKRI pilkada ikut setor tmbhan knaikan pasien positif covid-19. @kemendagri @KPU_ID @bawaslu_RI @DKPP_RI @PBNU_164 @ppmuhammadiyah  @perludem Mereka2 yg dlu jamin aman pd ngumpet ? Lain kali jgn ASBUN.  https://t.co/27mf63I1NJ via @mediaindonesia;negatif;Nah, akhirnya trungkap , pilkada ikut setor tmbhan knaikan pasien positif covid-19. @kemendagri @KPU_ID @bawaslu_RI @DKPP_RI @PBNU_164 @ppmuhammadiyah  @perludem Mereka2 yg dlu jamin aman pd ngumpet ? Lain kali jgn ASBUN.  https://t.co/27mf63I1NJ via @mediaindonesia
gorengankruncy;@kompascom Vaksin dan Virus covid 19 mana yang lebih kuat ? Yang lebih kuat tidak ada pada keduanya. Virus kalah oleh pilkada kasus covid naik pemerintah diam saja Vaksin kalah oleh tender penguasa apapun itu ada Rupiahnya  Vaksin dan Virus kalah dari kes;negatif; Vaksin dan Virus covid 19 mana yang lebih kuat ? Yang lebih kuat tidak ada pada keduanya. Virus kalah oleh pilkada kasus covid naik pemerintah diam saja Vaksin kalah oleh tender penguasa apapun itu ada Rupiahnya  Vaksin dan Virus kalah dari keserakahan bansos membuat mati byk org
suprasic58;@BanggaSurabaya @SapawargaSby @satpolppsby @e100ss @TICSby @aslisuroboyo @sparklingSBY @Commandsurabaya @infosurabaya Sesuai prediksi. Covid kembali lagi setelah pilkada usai. Kok pinter ngene cara kerja penyakit iki;negatif; @SapawargaSby @satpolppsby @e100ss @TICSby @aslisuroboyo @sparklingSBY @Commandsurabaya @infosurabaya Sesuai prediksi. Covid kembali lagi setelah pilkada usai. Kok pinter ngene cara kerja penyakit iki
seadweller12;@Noce_Mangunsong Juliari batubara korupsi hukum mati dong .kan keturunan nabi adam juga. Pilkada di solo kerumunan HANGUSKAN dong pilkada ciptakan kluster covid baru BERANTAS dong penyelenggaranya kan cucu adam juga. OPM makar gak diapa2in..  YANG ADIL...;negatif; Juliari batubara korupsi, hukum mati dong .kan keturunan nabi adam juga. Pilkada di solo kerumunan, HANGUSKAN dong, pilkada ciptakan kluster covid baru, BERANTAS dong penyelenggaranya, kan cucu adam juga. OPM makar gak diapa2in..  YANG ADIL...BARU TERIAK BERANTAS HANGUSKAN
kebebas42021080;@FebRee17 Banyak dugaan pengalihan isu termasuk kasus lain yang nyaris bersamaan waktunya Banyak orang lupaUU Bencana Alam termasuk Covid-19bisa membunuh perundang undangan atau peraturan Pilkada. Lancarnya Pilkada akan sangat memperkuat posisi Rezim pada;negatif; Banyak dugaan pengalihan isu termasuk kasus lain yang nyaris bersamaan waktunya Banyak orang lupa,UU Bencana Alam termasuk Covid-19,bisa membunuh perundang undangan atau peraturan Pilkada. Lancarnya Pilkada akan sangat memperkuat posisi Rezim pada mimpi ingin periode ketiga.(SW)
mohnurrahmanb;@CNNIndonesia Kan benar setelah pilkada narasi covid di up lagi. Mnurut saya covid itu bisa di atur. Hmm;negatif; Kan benar, setelah pilkada narasi covid di up lagi. Mnurut saya covid itu bisa di atur. Hmm
kezillaz;Sampai kapan sih bisa ditangain cepat serius dan ditangani dengan tindakan?? Karena kalo cuman berkonsep ini itu ini itu juga gak akan jadi solusi please pemerintah please concern on this Covid First!!! Donk bru pilkada ekonomi kesejahteraan @satgascovid19id;negatif;Sampai kapan sih bisa ditangain cepat serius dan ditangani dengan tindakan?? Karena kalo cuman berkonsep ini itu ini itu juga gak akan jadi solusi please pemerintah please concern on this Covid First!!! Donk bru pilkada, ekonomi, kesejahteraan 
sriharmini12;@geloraco Tabrak? Yg berkerumun itu manusia bukan hewan. Pasal tabrak itu pake UU apa? Jangan bilang kerumunan itu berbahaya utk penularan covid sebab pilkada kemarin juga bikin kerumunan. Berlakulah adil. Jangan bikin masyarakat tambah jijik;negatif; Tabrak? Yg berkerumun itu manusia, bukan hewan. Pasal tabrak itu pake UU apa? Jangan bilang kerumunan itu berbahaya utk penularan covid, sebab pilkada kemarin juga bikin kerumunan. Berlakulah adil. Jangan bikin masyarakat tambah jijik
ujanghadha;@jansen_jsp Sejak selesai pilkada kemarin kasus covid meningkat. Kluster pilkada;negatif; Sejak selesai pilkada kemarin, kasus covid meningkat. Kluster pilkada
andryasbagus20;@yusufgunawan @infomalang @radar_malang Selesai pilkada berita covid muncul lagi 🤣;negatif; @infomalang @radar_malang Selesai pilkada berita covid muncul lagi 🤣
punyaramerame1;Pak @mohmahfudmd Bukti klo pilkada jd cluster baru covid-19;negatif;Pak  Bukti klo pilkada jd cluster baru covid-19
jinchumode;@kumparan Oooohhh.... Tapi kata Prof. @mohmahfudmd  Pilkada ga terpengaruh Covid 19;positif; Oooohhh.... Tapi kata Prof. @mohmahfudmd  Pilkada ga terpengaruh Covid 19
indraho1;@CNNIndonesia Go 10.000 perhari  Kerumunan berhasil menambah positif covid dengan cepat omnibus law pilkada dan terakhir RHS effek  1812 dan semua membantah tidak ada cluster ini lucu  kalau benar ngapain jaga jarak malaysia saja tunda pemilu  apa kita pa;negatif; Go 10.000 perhari  Kerumunan berhasil menambah positif covid dengan cepat, omnibus law, pilkada dan terakhir RHS effek , 1812 dan semua membantah tidak ada cluster ini lucu , kalau benar ngapain jaga jarak, malaysia saja tunda pemilu , apa kita patuh dan disiplin, jawab sendiri..
galangrizki_;@rachmadajip Trobos ae lah anying pas pilkada we covid seakan hilang;negatif; Trobos ae lah anying, pas pilkada we covid seakan hilang
ariafandi_today;@Eritaruth Wkwkwk tapi emang bener sih kak kenapa nataru berita covid digede gedein Kemarin kemarin lo biasa aja apalagi menjelang pilkada Seilah olah covid udah mau kelar;negatif; Wkwkwk tapi emang bener sih kak, kenapa nataru berita covid digede gedein Kemarin kemarin lo biasa aja apalagi menjelang pilkada Seilah olah covid udah mau kelar
harrisregar;Yg membuat Covid-19 di Indonesia naik Justru Kebijakan Pemerintah krn lebih memilih Ekonomi dan Politik.  1. PSBB bukan Karantina Wilayah saat kasus msh ratusan.  2. Melakukan ajakan New Normal/Kebiasaan baru diawal-awal PSBB.  3. Libur Cuti Bersama. 4. Pilkada.  @mohmahfudmd;negatif;Yg membuat Covid-19 di Indonesia naik Justru Kebijakan Pemerintah, krn lebih memilih Ekonomi dan Politik.  1. PSBB bukan Karantina Wilayah saat kasus msh ratusan.  2. Melakukan ajakan New Normal/Kebiasaan baru diawal-awal PSBB.  3. Libur Cuti Bersama. 4. Pilkada.  
ridhorizki_02;@henrysubiakto Mana yg lebih kejam pak? Yang bikin covid nambah pilkada yang disalahin demo. Milih2 dulu tuh demo yg harus disalahin.   #IndonesiaHumanRightsSOS  https://t.co/iAFU7Qm73b;negatif; Mana yg lebih kejam pak? Yang bikin covid nambah pilkada, yang disalahin demo. Milih2 dulu tuh demo yg harus disalahin.   #IndonesiaHumanRightsSOS  https://t.co/iAFU7Qm73b
msyariflubis;@lucihappy11 @jokowi coba lihat pilkada sana?? ketua KPU tangsel modar gara-gara covid 19 penderita covid 19 dibeberapa tempat pemilihan masih disuruh bekerja penanganan dari awal yang lambat yah sudahlah sudah terlambat tinggal tunggu 2 juta lebih pender;negatif; @jokowi coba lihat pilkada sana?? ketua KPU tangsel modar gara-gara covid 19, penderita covid 19 dibeberapa tempat pemilihan masih disuruh bekerja, penanganan dari awal yang lambat, yah sudahlah sudah terlambat, tinggal tunggu 2 juta lebih penderita diakhir 2021 ya, usaha tracing gimana?
ak03l;"@kompascom Kalo p Mahfud MD bilang ""Pilkada 2020 bebas klaster Covid-19"" ya bebas. Koq masih membantah dan memberitakan ada klaster pilkada. Ndak ada itu.";positif;" Kalo p Mahfud MD bilang ""Pilkada 2020 bebas klaster Covid-19"" ya bebas. Koq masih membantah dan memberitakan ada klaster pilkada. Ndak ada itu."
dapbus;@jendellaa online karna kasus harian covid di indo 6-8k sehari trs jg di tangsel ada cluster covid karena pilkada kmrn dan tetamgga gua ada yg positive covid;negatif; online karna kasus harian covid di indo 6-8k sehari, trs jg di tangsel ada cluster covid karena pilkada kmrn, dan tetamgga gua ada yg positive covid
valosenadya1;@kompascom Dulu setiap aksi umat Islam diklaim ditunggangi kelompok radikal skrg ditambah klaimnya sbg penyebab naiknya penyebaran Covid-19.  Padahal sejak Jokowi jadi Presiden blm pernah ada penyiksaan dan pembunuhan yg dilakukan peserta aksi demo dan Co;negatif; Dulu setiap aksi umat Islam diklaim ditunggangi kelompok radikal, skrg ditambah klaimnya sbg penyebab naiknya penyebaran Covid-19.  Padahal sejak Jokowi jadi Presiden blm pernah ada penyiksaan dan pembunuhan yg dilakukan peserta aksi demo dan Covid-19 meningkat setelah Pilkada.
ad1t_rg;@CNNIndonesia Ini baru Gubernur gentelment mau mengakui kl pilkada kemarin mjd sumber naiknya penyebaran covid 19;negatif; Ini baru Gubernur gentelment mau mengakui kl pilkada kemarin mjd sumber naiknya penyebaran covid 19,
budiawan_firza;@victorpangkey @fadlizon Coba situ bicara kepada pemerintah  Ini lagi covid hentikan pilkada  terus lo bilang sama pemerintah ngga paham 3 m Itu maksud gw jie... lo baca gak cluster covid akibat pilkada berapa banyak  Lomaja yg mikir gw males cape;negatif; @fadlizon Coba situ bicara kepada pemerintah  Ini lagi covid hentikan pilkada , terus lo bilang sama pemerintah ngga paham 3 m Itu maksud gw jie... lo baca gak cluster covid akibat pilkada berapa banyak  Lomaja yg mikir gw males cape
budiawan_firza;@victorpangkey @fadlizon Cluster covid paling dahsyat itu PILKADA koq situ gak protes;negatif; @fadlizon Cluster covid paling dahsyat itu PILKADA, koq situ gak protes
bikomeng;@OposisiCerdas Covid adanya dijakarta doang ya pak? Kerumunan Pilkada di solo ga diancam Rapid pak? 🤣🤣🤣;negatif; Covid adanya dijakarta doang ya pak? Kerumunan Pilkada di solo ga diancam Rapid pak? 🤣🤣🤣
iyuskusnadi;@republikaonline cluster baru hasil pilkada sebnaya 7500 org gimana? Siapa yg bertanggung jawab? Kenapa tidak di proses hukum pembuat kebijakannya? Memang virus covid bisa bedakan antara kerumunan pilkada dgn kerumunan demo dlm menyampaikan aspirasi ?;negatif; cluster baru hasil pilkada sebnaya 7500 org gimana? Siapa yg bertanggung jawab? Kenapa tidak di proses hukum pembuat kebijakannya? Memang virus covid bisa bedakan antara kerumunan pilkada dgn kerumunan demo dlm menyampaikan aspirasi ?
iyuskusnadi;@IndonesiaR4Y4 @godham5 @habibthink Terus resiko Dari kerumunan itu yg mau nanggung pemerintah ?? berbuat adil dalam penegakan hukum tentang kerumunan itu lebih baik karena adil itu mendekatkan diri kepada ketaqwaan. Dan virus covid tdk bisa bedain mana k;negatif; @godham5 @habibthink Terus resiko Dari kerumunan itu yg mau nanggung pemerintah ?? berbuat adil dalam penegakan hukum tentang kerumunan itu lebih baik karena adil itu mendekatkan diri kepada ketaqwaan. Dan virus covid tdk bisa bedain mana kerumunan pilkada mana maulidan atau kerumunan lainnya.
canbeatus;@dani_DD1897 @AShariefudin @Z47EEE @detikcom simple jawaban buat antumPilkada Udah dapet persetujuan:) disaat anda membuat kerumunan dimana mana kami tak melaranglalu kenapa saat pilkada kalian seperti sok Bijak mengenai covid?lah kalian sendiri melanggar;negatif; @AShariefudin @Z47EEE @detikcom simple jawaban buat antum,Pilkada Udah dapet persetujuan:) disaat anda membuat kerumunan dimana mana kami tak melarang,lalu kenapa saat pilkada kalian seperti sok Bijak mengenai covid?lah kalian sendiri melanggar protokol,kok sok sokan bijak
julian303;@ferizandra Ya aliran dananya jelas  Partai merah ikut menikmati  Bantuan covid dibuat pilkada ???;negatif; Ya aliran dananya jelas  Partai merah ikut menikmati  Bantuan covid dibuat pilkada ???
oligarkick;@sociotalker Malang walikotanya hasil giveaway krn dua calon lain tertangkap KPK sebelum pilkada. Disaat covid sedang ganas2nya malah sibuk membangun Malang Heritage yg menutup jalan provinsi di tengah kota hampir sebulan 😑;negatif; Malang, walikotanya hasil giveaway krn dua calon lain tertangkap KPK sebelum pilkada. Disaat covid sedang ganas2nya malah sibuk membangun Malang Heritage yg menutup jalan provinsi di tengah kota hampir sebulan 😑
